name,pctwhite,pctblack,pctapi,pctaian,pcthispanic
,97.72,0,(S),0,1.76
,96.31,(S),(S),(S),0.88
,97.01,0.88,(S),0,1.23
,26.19,(S),70.3,(S),1.41
,97.54,(S),(S),(S),1.23
,92.97,4.22,(S),0,(S)
,94.73,(S),(S),0,3.34
,88.58,3.69,(S),(S),5.98
,95.43,(S),2.46,(S),0.88
,97.19,(S),(S),(S),1.23
,94.9,(S),(S),1.05,1.58
,96.49,(S),0.88,(S),0.88
,97.89,0,(S),(S),1.05
,94.02,(S),0.88,(S),2.28
,79.61,17.57,(S),0,(S)
,2.28,92.97,0,0,2.28
,93.67,(S),(S),0,4.75
,97.36,(S),(S),0,1.76
,6.68,(S),0,(S),92.97
,92.27,0,(S),(S),5.62
,64.26,(S),24.47,(S),8.63
,42.25,(S),17.78,(S),32.22
,95.77,0.88,(S),1.76,1.06
,88.38,5.99,2.11,(S),1.58
,90.85,6.69,(S),(S),1.06
,95.77,(S),(S),(S),2.29
,54.58,40.85,(S),(S),2.46
,87.68,6.34,(S),(S),3.35
,69.37,2.46,1.41,0,25.7
,40.32,36.27,(S),(S),20.42
,95.07,(S),(S),0,3.7
,94.54,(S),(S),(S),1.41
,95.6,(S),(S),(S),2.11
,96.65,(S),(S),0,2.11
,47.71,18.31,28.87,0,1.23
,94.37,(S),1.06,(S),3.35
,2.29,(S),1.41,0,96.13
,96.48,0,(S),(S),1.94
,83.45,10.74,(S),(S),2.11
,89.96,(S),5.28,(S),2.29
,97.54,(S),(S),0,0.88
,72.89,20.77,(S),(S),3.7
,1.06,(S),(S),0.88,97.54
,91.73,(S),1.06,(S),4.58
,97.01,(S),(S),(S),(S)
,2.82,89.96,0,0,2.46
,89.08,0,(S),0.88,8.8
,94.89,(S),0.88,(S),2.29
,93.66,(S),1.23,(S),2.82
,91.9,(S),(S),(S),4.75
,8.98,0.88,86.97,(S),(S)
,5.99,(S),83.27,(S),1.58
,98.42,0,(S),0,0.88
,97.71,(S),0,(S),(S)
,95.07,0,1.06,(S),2.99
,52.82,41.02,0.88,0,2.99
,92.08,(S),1.06,(S),4.58
,71.65,14.26,(S),(S),9.15
,93.49,(S),0,(S),4.05
,96.13,(S),1.41,0,(S)
,97.01,(S),0.88,0,1.41
,95.25,(S),0.88,(S),1.76
,75.88,16.73,(S),(S),2.64
,96.83,(S),0,0.88,(S)
,96.65,0,0.88,0,1.41
,96.48,(S),(S),0,3.35
,95.07,1.76,(S),(S),1.06
,94.01,(S),(S),0,4.05
,4.58,(S),4.4,1.06,89.08
,94.19,(S),(S),0,2.99
,4.05,0,88.38,0,2.11
,94.54,(S),(S),(S),3.35
,98.59,(S),(S),0,1.06
,94.71,(S),0.88,(S),2.47
,96.47,0,(S),(S),2.29
,96.65,0,(S),(S),2.29
,92.95,1.59,0.88,0,2.65
,99.29,0,0,0,(S)
,92.06,4.06,(S),1.06,1.41
,94.18,(S),(S),0,4.06
,54.67,39.86,(S),(S),2.65
,96.3,(S),0,0.88,(S)
,95.59,(S),(S),0,2.47
,91.36,4.94,(S),(S),1.94
,95.77,(S),(S),0,2.65
,81.13,1.94,6.7,(S),8.47
,97.18,(S),(S),0,2.12
,95.06,1.06,(S),1.41,1.06
,6.17,25.22,50.79,2.82,4.59
,96.12,(S),(S),0,(S)
,95.94,(S),(S),0,1.41
,39.68,3.7,52.56,(S),(S)
,93.3,1.41,1.06,1.06,1.41
,91.89,(S),(S),1.06,3.17
,98.77,(S),(S),(S),(S)
,22.22,3.35,58.2,0,4.59
,96.83,(S),(S),(S),(S)
,97.18,0,0.88,0,0.88
,98.06,0,(S),0,(S)
,93.47,(S),0.88,(S),1.76
,93.12,0.88,0.88,0,1.23
,50.79,(S),(S),(S),47.62
,92.77,(S),(S),1.59,2.29
,95.06,(S),0.88,(S),1.76
,94.18,(S),(S),(S),4.94
,66.49,30.34,(S),(S),1.06
,94.89,(S),(S),(S),2.12
,96.12,(S),1.23,(S),1.23
,96.65,(S),1.23,0,(S)
,37.04,1.76,1.06,49.74,3.7
,7.58,1.59,0,84.66,2.29
,92.06,1.94,(S),(S),2.65
,95.24,0.88,(S),(S),2.65
,10.58,(S),(S),0,88.54
,74.43,3.35,12.35,0,5.29
,81.13,6.53,2.65,0,1.94
,88.89,6.35,(S),(S),2.47
,85.54,0,0,8.64,1.06
,97.53,(S),(S),(S),(S)
,96.11,1.59,(S),(S),1.24
,90.99,1.24,(S),(S),4.77
,97,(S),(S),0,2.47
,93.11,(S),2.12,(S),2.12
,85.69,11.66,(S),(S),1.77
,92.4,(S),1.24,(S),4.24
,93.29,0,0.88,0,4.77
,90.46,(S),2.12,(S),5.83
,95.76,(S),(S),(S),2.83
,92.76,(S),(S),1.59,3.36
,97.88,(S),(S),0,1.24
,97,0,0.88,(S),(S)
,46.29,(S),35.69,(S),15.9
,96.47,0.88,(S),(S),(S)
,95.58,(S),1.24,0,2.3
,98.06,(S),(S),0,1.06
,91.17,(S),1.41,(S),2.47
,96.29,0,(S),0,2.65
,94.35,(S),(S),0.88,2.83
,95.76,(S),(S),0,2.83
,91.34,(S),(S),(S),4.42
,69.08,7.6,(S),(S),20.32
,54.24,5.3,(S),31.98,4.95
,97.7,(S),(S),(S),1.59
,90.64,1.06,(S),(S),3.89
,96.29,(S),(S),0,2.3
,84.81,(S),9.54,(S),3
,91.17,2.3,4.06,(S),(S)
,93.64,(S),(S),(S),2.12
,97.88,0,(S),(S),1.06
,97.17,0,0.88,(S),0.88
,88.87,0.88,1.41,1.24,4.95
,95.23,(S),(S),0,3.36
,95.94,(S),1.41,(S),1.41
,92.58,0.88,(S),(S),3.53
,85.51,7.77,0,1.59,3.53
,95.05,1.59,(S),(S),0.88
,88.52,(S),0,(S),10.25
,94.88,1.24,(S),(S),2.83
,96.82,(S),0,0,2.3
,98.76,0,(S),0,(S)
,95.76,0,(S),0.88,2.3
,93.82,(S),(S),1.59,1.24
,65.37,(S),(S),(S),31.8
,92.58,2.65,(S),(S),2.3
,76.5,5.3,11.48,1.77,3.53
,68.9,23.5,(S),(S),2.65
,96.29,0,(S),(S),2.65
,93.99,(S),1.59,(S),1.94
,96.82,(S),0,0,2.47
,92.76,(S),1.24,(S),1.24
,94.52,0.88,(S),(S),2.3
,41.34,6.89,41.7,(S),5.65
,93.99,(S),(S),1.06,3.18
,96.82,(S),(S),0,1.41
,4.6,(S),(S),(S),94.16
,94.51,2.48,(S),(S),1.42
,94.69,(S),1.24,(S),1.95
,92.92,0,(S),(S),3.89
,95.58,(S),(S),0,2.83
,35.22,58.58,(S),(S),3.36
,85.84,2.65,0.88,(S),9.73
,91.86,1.42,(S),(S),1.95
,71.15,23.72,(S),(S),2.48
,93.98,(S),1.06,(S),2.3
,91.33,4.6,(S),(S),1.95
,95.04,(S),(S),(S),1.95
,50.44,26.02,7.79,(S),13.63
,95.93,0,(S),(S),3.19
,93.1,(S),1.42,(S),1.95
,96.28,(S),0.88,0,2.48
,41.95,15.75,16.64,9.38,10.27
,95.58,(S),(S),0,2.48
,90.27,1.95,(S),4.42,1.59
,18.23,75.04,(S),(S),2.12
,94.87,(S),(S),(S),1.95
,8.67,0.88,1.42,(S),88.5
,96.11,0,(S),(S),2.65
,95.4,(S),1.06,(S),1.77
,9.56,(S),15.4,0,73.81
,95.58,(S),(S),0,1.59
,95.22,(S),(S),0,2.83
,76.64,16.11,2.12,(S),3.01
,80.71,(S),1.77,(S),2.12
,97.17,(S),(S),0,1.24
,98.05,(S),(S),0,0.88
,67.08,24.96,(S),(S),3.89
,93.63,2.48,(S),(S),1.06
,96.81,0.88,(S),0,1.06
,97.17,(S),(S),(S),1.59
,94.51,(S),(S),0,3.72
,58.23,32.57,(S),2.83,4.42
,4.96,87.26,0,0,2.83
,96.64,(S),1.24,(S),1.42
,96.81,0,(S),(S),2.12
,96.46,0,(S),(S),1.59
,96.81,(S),0,(S),1.95
,95.22,(S),(S),(S),2.12
,98.05,(S),(S),(S),(S)
,95.75,(S),(S),(S),1.95
,10.09,(S),(S),(S),89.38
,53.27,12.57,20,3.54,3.19
,95.75,(S),0.88,(S),2.3
,7.8,1.06,3.37,(S),87.23
,18.44,(S),(S),(S),80.14
,96.99,(S),(S),(S),1.06
,94.15,(S),(S),0,3.9
,73.94,3.19,16.13,(S),3.9
,93.44,1.95,(S),(S),3.19
,60.46,33.51,(S),(S),4.43
,95.92,(S),1.06,(S),1.6
,9.04,(S),1.06,0,89.36
,5.14,0,0,(S),94.15
,94.33,(S),1.24,(S),0.89
,88.83,4.96,(S),(S),2.13
,94.86,(S),1.24,0,3.19
,88.12,(S),(S),1.24,6.56
,98.94,0,(S),0,(S)
,94.86,(S),0.89,(S),2.48
,52.48,43.62,(S),(S),2.48
,96.63,(S),1.06,0,1.6
,14.36,(S),82.62,(S),1.06
,86.35,6.56,(S),(S),3.9
,38.3,58.16,(S),(S),(S)
,92.2,(S),1.24,(S),4.26
,80.32,0,1.6,0,4.96
,95.39,1.24,(S),(S),1.6
,25.18,1.42,(S),20.57,51.95
,84.22,(S),6.03,(S),7.45
,95.74,(S),(S),(S),1.77
,93.79,(S),(S),0,1.95
,94.33,(S),(S),(S),3.01
,95.04,(S),1.06,0,3.19
,91.31,1.77,1.24,0,2.13
,97.16,0,(S),0,1.77
,96.1,(S),0.89,0,2.3
,96.63,(S),(S),0.89,1.24
,95.74,(S),(S),1.06,1.77
,93.09,(S),1.24,(S),1.06
,85.28,7.09,(S),(S),2.66
,(S),93.09,(S),(S),3.01
,92.73,(S),(S),0,5.5
,97.7,0,(S),(S),1.24
,95.21,(S),(S),(S),1.95
,87.41,7.62,(S),(S),2.84
,96.45,(S),(S),0,1.06
,8.16,(S),(S),0,91.13
,93.44,(S),1.95,(S),2.48
,95.74,(S),(S),0.89,2.13
,97.16,(S),(S),(S),(S)
,96.45,(S),(S),0,2.48
,97.16,0,(S),0,1.6
,3.37,92.38,(S),(S),1.24
,97.16,0,(S),(S),0.89
,93.09,(S),2.66,(S),1.42
,56.74,40.07,(S),(S),1.06
,37.94,56.21,(S),(S),1.6
,93.79,(S),(S),(S),3.37
,93.26,1.24,1.06,1.06,1.42
,94.15,(S),(S),0,3.72
,55.14,(S),(S),0,43.62
,88.3,6.38,(S),(S),2.3
,16.49,(S),(S),0,82.45
,93.97,3.37,(S),(S),0.89
,9.22,2.48,(S),(S),87.41
,96.1,(S),0,0,3.37
,95.39,(S),(S),(S),3.01
,96.28,(S),(S),(S),1.77
,93.61,0,(S),(S),3.73
,92.54,(S),(S),(S),4.44
,83.84,14.03,0,(S),(S)
,97.16,1.24,(S),(S),(S)
,65.01,32.33,(S),(S),1.42
,93.43,(S),(S),(S),5.15
,94.67,(S),(S),1.6,2.49
,97.69,0,(S),(S),1.24
,35.88,15.81,28.24,(S),17.41
,96.98,(S),(S),0,1.95
,90.94,(S),0.89,(S),4.97
,90.94,(S),1.07,(S),6.22
,73.18,22.38,(S),(S),1.24
,96.98,(S),0,(S),1.6
,82.95,13.32,(S),(S),1.6
,69.8,23.8,1.78,0,1.78
,71.76,24.16,(S),(S),1.6
,98.58,0,(S),0,(S)
,97.51,(S),(S),(S),1.42
,6.22,89.7,(S),(S),2.31
,15.45,30.91,41.39,(S),(S)
,43.52,8.35,40.5,(S),(S)
,93.78,(S),(S),0,3.91
,79.22,2.13,(S),0,17.76
,92.18,0,1.07,0,5.51
,95.74,(S),(S),(S),2.13
,93.07,1.78,(S),0.89,3.37
,97.34,(S),(S),0,(S)
,92.01,1.95,1.42,1.42,1.78
,95.38,(S),(S),(S),1.6
,94.32,1.78,(S),(S),2.31
,85.97,2.66,(S),6.22,(S)
,85.08,(S),(S),4.62,6.75
,96.98,0,(S),0.89,(S)
,66.43,21.14,1.78,0.89,4.26
,93.96,(S),(S),(S),4.44
,95.38,(S),(S),0,3.37
,94.85,(S),1.07,(S),1.07
,92.54,1.42,(S),(S),5.51
,92.72,(S),0.89,(S),4.09
,95.74,(S),(S),0,1.07
,82.59,(S),1.78,(S),13.68
,94.85,(S),0.89,(S),3.02
,97.69,(S),0,(S),1.07
,10.3,(S),(S),0.89,87.39
,94.67,0,1.24,0,3.02
,6.93,(S),61.63,(S),19.18
,95.91,(S),(S),0,2.67
,2.49,0,0,(S),96.62
,90.21,(S),1.25,(S),7.3
,38.26,5.52,(S),(S),55.69
,54.8,37.37,0,0,6.58
,91.28,0,1.07,(S),6.76
,87.37,5.52,(S),2.31,2.85
,94.31,0,(S),(S),3.56
,97.15,(S),0.89,0,1.6
,92.7,(S),1.25,(S),4.09
,95.2,(S),(S),0,2.31
,84.34,10.32,(S),(S),1.42
,94.31,0.89,1.42,(S),(S)
,96.26,(S),1.42,(S),0.89
,96.26,(S),0,(S),1.6
,1.6,(S),93.59,1.25,(S)
,93.24,2.31,(S),(S),1.6
,48.4,45.37,(S),(S),3.91
,97.15,0,0.89,(S),1.07
,13.17,(S),(S),1.42,83.27
,77.76,19.57,(S),0,(S)
,94.13,(S),(S),(S),2.31
,46.09,44.48,1.6,5.16,1.78
,96.62,0,(S),(S),1.96
,96.09,(S),(S),0.89,1.25
,95.02,(S),(S),(S),2.31
,14.06,(S),0,0,85.41
,8.9,(S),(S),(S),90.39
,87.19,1.42,7.65,0,2.85
,8.36,(S),77.76,(S),1.42
,96.09,(S),(S),(S),1.6
,5.87,2.31,87.9,0,1.96
,93.95,2.14,0,0,2.14
,95.91,0,(S),(S),2.14
,97.15,(S),(S),(S),1.6
,51.07,29.36,4.98,(S),(S)
,97.15,0,1.42,(S),(S)
,94.48,(S),0,(S),2.85
,96.8,(S),(S),0,1.6
,72.95,10.14,6.23,(S),8.9
,1.96,(S),7.3,0,90.04
,94.84,0.89,(S),(S),2.67
,95.37,0,0,1.42,2.31
,95.02,0,1.42,(S),2.85
,94.66,0,(S),2.14,2.85
,96.44,(S),(S),(S),1.96
,97.69,(S),(S),0,0.89
,95.55,0,(S),(S),2.85
,96.08,(S),(S),0,1.96
,50.27,39.22,(S),(S),3.74
,96.26,(S),(S),(S),(S)
,21.39,(S),37.97,(S),34.94
,94.12,(S),(S),1.6,2.85
,91.8,1.25,(S),(S),3.03
,98.57,0.89,(S),0,0
,96.43,1.43,(S),0,1.43
,94.83,1.07,(S),(S),1.6
,98.22,0,(S),0,(S)
,94.12,1.6,(S),1.25,(S)
,95.37,(S),(S),(S),1.43
,94.65,(S),(S),0,1.78
,93.23,(S),(S),2.5,1.78
,96.61,(S),(S),(S),2.5
,95.9,0,1.43,0,1.6
,3.92,(S),46.7,(S),44.21
,5.7,1.25,0,(S),92.34
,94.47,(S),(S),(S),4.1
,97.5,(S),(S),0,1.07
,93.05,2.67,(S),(S),1.43
,65.6,1.43,(S),(S),31.19
,98.93,0,(S),0,(S)
,96.26,(S),(S),(S),2.32
,96.08,(S),(S),(S),2.5
,96.26,(S),0,0,3.03
,95.72,(S),(S),0,2.5
,34.05,(S),41,(S),18.36
,90.37,(S),(S),2.85,3.92
,21.39,68.63,(S),(S),6.95
,95.54,1.07,0.89,0,1.6
,93.94,2.5,(S),(S),1.96
,94.65,(S),0.89,(S),3.03
,94.3,(S),(S),0,4.1
,97.33,(S),(S),0,2.5
,92.87,(S),(S),0,4.63
,79.5,5.35,10.52,0,3.39
,95.72,(S),(S),0,1.96
,96.43,(S),0.89,(S),0.89
,(S),(S),3.21,0,96.08
,92.69,0,(S),(S),4.81
,92.69,(S),(S),2.67,2.14
,18,77.18,(S),(S),1.6
,93.94,(S),0.89,(S),1.78
,18.36,76.65,(S),(S),2.5
,95.01,(S),(S),0,2.85
,95.54,(S),0.89,(S),1.78
,94.3,(S),1.07,(S),3.21
,93.05,(S),1.6,(S),2.32
,97.86,(S),(S),0,0.89
,94.12,(S),(S),(S),1.25
,90.02,8.2,(S),0,(S)
,94.47,3.92,(S),0,(S)
,95.01,0,(S),(S),2.67
,97.33,0,(S),(S),0.89
,1.25,(S),(S),0,98.57
,95.37,(S),(S),(S),3.57
,2.14,(S),95.01,0,1.96
,87.34,8.73,(S),0,2.85
,3.21,(S),87.52,(S),2.32
,85.2,11.05,(S),0,2.32
,88.24,5.53,(S),(S),1.78
,97.68,0,(S),(S),1.25
,15.51,3.21,0,0,81.28
,85.92,(S),3.21,(S),6.42
,43.32,4.46,(S),(S),48.84
,9.27,(S),1.6,(S),88.59
,8.38,85.38,(S),(S),3.39
,4.46,(S),4.63,0,90.55
,96.43,(S),(S),1.25,0.89
,87.5,5.18,(S),(S),4.82
,96.61,(S),(S),0,1.96
,91.96,1.79,(S),(S),3.39
,4.82,(S),0,0,94.11
,45,0.89,0.89,(S),52.14
,1.07,96.07,(S),(S),(S)
,97.32,(S),0,(S),2.32
,90.54,(S),2.68,(S),4.46
,73.39,21.79,(S),(S),3.57
,48.21,48.04,(S),(S),1.43
,96.25,1.07,(S),(S),1.43
,95,(S),(S),1.07,2.5
,95.18,(S),(S),0,2.5
,94.46,(S),(S),0.89,2.14
,95.89,0,(S),(S),2.86
,88.93,5.89,(S),(S),1.07
,91.43,2.68,(S),(S),2.86
,94.29,(S),(S),(S),1.25
,85.54,(S),3.21,(S),7.14
,94.82,(S),(S),0,2.5
,97.68,(S),(S),0,1.25
,96.43,(S),(S),0,2.86
,86.96,3.04,2.68,0,5.18
,77.68,(S),0.89,(S),20.54
,9.64,2.68,(S),0,87.14
,96.61,0,1.07,(S),(S)
,92.32,1.43,(S),(S),2.68
,97.32,0,(S),0,1.79
,96.43,(S),0,0,2.5
,96.43,0.89,(S),(S),1.43
,45.36,(S),5.89,(S),46.43
,69.64,(S),2.5,(S),25.36
,95.89,(S),(S),0,3.04
,2.32,(S),0,0,97.5
,8.57,(S),69.64,(S),16.79
,4.11,90.54,(S),(S),1.25
,9.46,(S),83.21,2.32,(S)
,96.61,0,(S),(S),1.61
,(S),0,94.82,0,(S)
,98.39,(S),(S),0,(S)
,97.32,0,(S),(S),1.61
,93.21,2.68,(S),(S),2.32
,2.14,(S),(S),0,96.96
,2.32,89.46,(S),(S),5
,95.54,(S),1.07,1.07,1.43
,7.14,(S),(S),1.25,90.54
,96.79,(S),(S),(S),1.61
,75.36,5.54,1.79,(S),16.61
,89.82,1.25,(S),(S),5.54
,94.82,(S),1.61,(S),1.79
,95.18,(S),1.07,(S),2.32
,96.79,1.43,(S),0,1.07
,98.04,(S),0.89,0,(S)
,96.43,0,(S),0,(S)
,96.79,(S),(S),(S),(S)
,91.07,3.04,(S),(S),2.68
,90.71,(S),1.43,(S),5.54
,94.11,(S),(S),(S),1.61
,28.93,51.25,(S),12.14,(S)
,5.54,(S),3.57,0.89,89.82
,94.64,(S),(S),1.25,2.68
,97.86,0,(S),0,1.25
,96.79,(S),(S),(S),(S)
,8.21,(S),(S),(S),90
,95.71,(S),(S),(S),2.32
,40,6.79,30.54,0,19.46
,66.25,30.18,(S),(S),1.43
,94.29,(S),1.07,(S),1.79
,18.21,(S),0,0,80.89
,95.18,1.61,(S),(S),1.43
,38.82,53.13,(S),(S),2.5
,81.93,10.55,1.07,0.89,4.65
,96.06,(S),(S),0,1.79
,96.06,(S),(S),(S),1.25
,85.33,6.98,(S),(S),4.29
,1.07,95.17,(S),(S),1.97
,92.49,0,(S),(S),5.9
,91.77,(S),1.25,(S),4.11
,85.69,8.05,1.97,(S),(S)
,3.4,88.55,(S),0,(S)
,96.24,0,0.89,(S),2.5
,3.04,(S),(S),0,96.78
,96.42,(S),0.89,(S),1.97
,93.02,3.04,(S),(S),1.61
,92.31,(S),1.43,(S),2.86
,95.35,(S),(S),(S),1.43
,95.89,0,(S),(S),1.97
,74.6,0,(S),(S),21.82
,91.77,(S),1.43,(S),3.94
,94.1,(S),(S),(S),3.4
,83.18,13.6,(S),(S),1.61
,94.63,(S),(S),0,4.29
,96.42,(S),(S),(S),1.43
,79.43,11.63,1.07,1.43,1.97
,74.6,22.18,1.07,(S),(S)
,3.4,0,85.69,0,5.55
,91.41,0,0.89,4.11,0.89
,94.81,(S),(S),0,3.22
,95.17,(S),1.25,0,2.86
,95.89,0,(S),(S),1.79
,91.77,4.83,(S),(S),1.61
,95.35,0.89,(S),(S),1.61
,8.05,(S),49.19,(S),38.64
,94.63,0.89,(S),1.97,1.61
,1.25,(S),94.45,(S),0.89
,93.92,0,0.89,0,4.11
,73.7,8.05,(S),11.27,4.29
,7.51,2.33,13.24,1.07,74.6
,2.86,(S),91.23,(S),2.15
,96.6,(S),(S),(S),0.89
,90.88,2.68,(S),0,6.08
,95.53,(S),0,(S),(S)
,89.27,0,1.43,0,7.33
,95.53,(S),(S),0,3.22
,97.14,0,(S),(S),1.07
,70.48,13.77,0.89,3.04,4.11
,1.25,0,94.1,0,1.79
,5.55,(S),75.13,(S),1.97
,94.99,(S),0.89,(S),2.68
,94.45,0,1.61,0,2.5
,97.14,(S),(S),(S),(S)
,96.42,(S),(S),(S),1.43
,97.67,(S),(S),0,0.89
,96.24,(S),(S),(S),(S)
,94.99,0.89,1.07,0,1.79
,4.11,88.37,(S),(S),3.94
,92.67,(S),0.89,(S),5.19
,92.13,(S),0.89,(S),2.33
,17.71,(S),(S),1.07,80.86
,93.38,(S),(S),1.07,3.94
,8.94,(S),3.76,(S),86.23
,89.45,(S),(S),1.61,1.79
,96.42,(S),(S),(S),1.97
,33.09,57.78,0,1.07,3.22
,90.34,(S),(S),(S),5.01
,86.94,2.5,2.15,0,7.16
,93.92,0,(S),(S),3.4
,94.98,(S),1.25,(S),2.15
,34.95,3.05,15.77,(S),44.27
,93.19,(S),0,(S),5.38
,95.52,(S),(S),0,2.33
,94.98,(S),1.08,(S),2.33
,92.11,2.33,(S),(S),3.94
,77.24,1.25,16.31,0.9,2.51
,92.65,1.25,(S),(S),3.05
,97.31,0,(S),0,2.33
,98.39,0,(S),0,(S)
,95.7,0,(S),(S),1.61
,95.34,(S),0.9,0,3.05
,94.09,(S),2.33,0,2.33
,34.77,(S),61.29,(S),1.79
,1.61,(S),(S),0,98.03
,85.66,(S),(S),6.99,3.94
,93.91,(S),0.9,(S),1.79
,93.37,(S),(S),(S),3.05
,89.96,(S),(S),0.9,6.81
,86.2,10.22,(S),(S),(S)
,83.33,(S),6.99,(S),5.38
,92.29,(S),(S),0,3.76
,93.91,2.33,(S),(S),1.79
,49.82,43.37,(S),(S),4.3
,3.58,(S),(S),0,95.88
,48.21,(S),1.61,(S),48.75
,95.88,(S),(S),(S),1.79
,70.97,24.19,(S),(S),2.69
,55.38,34.59,(S),(S),4.12
,8.06,82.26,(S),(S),6.09
,79.57,7.89,1.97,2.69,5.38
,6.63,10.04,68.28,(S),(S)
,94.44,(S),(S),1.97,1.43
,91.04,(S),1.25,(S),4.12
,97.13,(S),(S),0,1.43
,92.83,(S),(S),0.9,3.76
,96.24,(S),(S),(S),2.33
,96.59,(S),(S),(S),1.08
,97.13,(S),0,0,1.97
,96.59,(S),(S),0,1.79
,82.26,4.66,(S),(S),7.35
,96.95,(S),(S),0,1.79
,93.01,0,(S),1.25,4.66
,94.8,(S),1.25,(S),1.61
,95.88,0,(S),0,2.69
,61.29,33.51,(S),(S),3.58
,93.91,(S),1.79,(S),1.79
,4.12,(S),26.34,(S),61.83
,94.09,(S),(S),0,3.23
,77.78,15.95,(S),(S),2.33
,1.97,0,1.08,0,96.95
,3.23,(S),(S),0,95.88
,95.16,(S),0,(S),3.05
,95.7,(S),(S),(S),1.97
,91.22,4.66,(S),0,3.23
,95.52,0,(S),(S),2.15
,94.8,(S),(S),0,3.94
,96.59,0,1.08,0,0.9
,87.99,(S),1.97,(S),4.84
,96.06,(S),(S),(S),2.51
,87.28,3.23,(S),0,8.78
,36.38,58.42,(S),(S),2.69
,85.66,9.5,(S),(S),1.61
,78.85,(S),(S),13.62,3.76
,97.31,(S),0,0.9,0.9
,86.92,(S),1.97,(S),6.81
,88.53,7.35,(S),(S),2.51
,95.33,(S),(S),(S),2.15
,93.18,1.8,(S),(S),3.41
,93.54,1.26,1.08,0,2.33
,18.67,(S),(S),0,79.71
,87.25,(S),(S),5.03,2.33
,16.34,(S),1.97,0,80.79
,95.69,(S),(S),(S),1.97
,96.05,(S),(S),0,3.05
,97.85,0,(S),(S),1.08
,10.77,(S),8.08,0,80.25
,90.31,(S),0.9,0,8.26
,6.64,3.77,(S),0,88.87
,90.48,6.28,(S),0,2.33
,94.97,(S),0,0,4.13
,93.9,(S),(S),(S),1.97
,97.13,0,0.9,(S),1.44
,73.07,23.34,(S),(S),(S)
,95.69,(S),0.9,(S),1.44
,2.15,0,93.54,0.9,1.26
,88.87,2.15,(S),0.9,6.82
,92.64,2.87,0,1.8,1.44
,91.38,1.08,(S),(S),6.28
,95.33,(S),(S),0,2.87
,56.01,39.14,(S),(S),1.8
,90.13,(S),1.8,(S),5.57
,88.87,(S),2.15,(S),2.33
,96.05,(S),(S),0,1.8
,92.1,2.69,1.97,(S),2.51
,77.92,14.36,(S),(S),5.03
,9.34,(S),0.9,0,89.41
,96.05,(S),1.44,0,1.62
,65.71,(S),23.88,(S),4.49
,4.85,(S),80.79,(S),5.75
,97.49,(S),(S),(S),0.9
,95.69,0.9,(S),(S),2.15
,95.33,(S),0.9,(S),1.44
,95.33,(S),0,(S),2.15
,32.5,10.23,42.91,(S),11.49
,91.74,2.33,2.51,0,2.15
,67.5,12.93,4.67,0,2.33
,68.22,3.59,(S),(S),24.78
,96.23,0,(S),0,3.05
,95.15,(S),(S),0,3.41
,94.97,(S),(S),(S),2.51
,90.31,1.26,1.08,2.69,2.69
,95.51,(S),(S),0,1.62
,39.32,55.12,(S),(S),2.51
,98.56,(S),0,0,0.9
,96.23,(S),1.08,(S),1.26
,90.66,(S),(S),2.33,3.59
,95.87,(S),(S),(S),1.44
,10.23,86.36,(S),(S),1.44
,95.33,0.9,(S),(S),1.08
,94.61,(S),(S),0,2.33
,92.28,3.59,1.44,(S),1.97
,96.59,0,(S),(S),2.15
,95.51,(S),(S),0,2.33
,56.19,39.86,(S),(S),1.8
,86.18,5.92,3.23,0,2.51
,95.69,(S),(S),0,1.62
,7.9,(S),75.94,(S),8.08
,94.25,(S),(S),(S),3.23
,10.41,1.44,63.38,0,19.39
,97.67,0,(S),(S),1.26
,66.61,1.62,2.69,(S),28.55
,95.69,(S),(S),(S),2.15
,95.87,0.9,(S),0,2.51
,96.23,(S),(S),0,2.15
,95.15,1.62,(S),(S),1.62
,95.14,0.9,0,1.44,1.62
,69.96,24.1,(S),(S),1.8
,16.19,0.9,80.58,0,1.08
,95.68,0,(S),(S),2.34
,95.5,(S),(S),0,2.52
,94.24,1.44,(S),(S),1.26
,96.4,0,0.9,0,1.26
,91.01,(S),1.44,(S),4.5
,87.59,7.91,(S),(S),1.8
,93.53,(S),(S),(S),1.62
,96.22,(S),(S),0,3.24
,87.23,7.91,0,0.9,1.98
,94.6,(S),(S),0,4.32
,95.32,(S),(S),(S),1.44
,95.86,(S),(S),0,2.34
,88.85,2.16,0.9,2.7,3.24
,5.22,(S),82.91,(S),3.24
,95.32,(S),(S),(S),1.08
,92.81,(S),0,0,6.83
,97.12,(S),(S),(S),1.08
,92.63,(S),1.26,(S),4.5
,51.08,43.53,(S),(S),3.24
,95.14,(S),(S),0,2.52
,94.42,0,(S),(S),4.14
,94.42,(S),(S),0.9,2.88
,76.98,10.43,1.44,0,7.37
,91.55,6.12,0,(S),(S)
,92.63,2.52,(S),(S),1.98
,94.06,(S),(S),(S),3.78
,95.5,(S),(S),0,2.52
,97.3,(S),(S),0,1.08
,96.94,(S),0,(S),1.62
,81.29,9.53,(S),(S),5.22
,96.4,(S),(S),(S),2.34
,22.66,4.5,61.87,(S),6.47
,96.58,(S),(S),(S),1.44
,96.58,1.62,(S),(S),1.44
,94.6,0.9,(S),(S),2.52
,91.55,(S),(S),1.44,2.7
,2.16,90.47,(S),(S),4.32
